decision_id	run_accession	study_accession	sample_accession	identity_status	protocol_status	evidence	reference	review_date
REV2_DRR126406	DRR126406	PRJDB6793	SAMD00113916	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113916;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119150;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126407	DRR126407	PRJDB6793	SAMD00113917	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113917;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119151;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126408	DRR126408	PRJDB6793	SAMD00113918	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113918;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119152;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126409	DRR126409	PRJDB6793	SAMD00113919	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113919;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119153;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126410	DRR126410	PRJDB6793	SAMD00113920	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113920;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119154;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126411	DRR126411	PRJDB6793	SAMD00113921	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113921;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119155;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126412	DRR126412	PRJDB6793	SAMD00113922	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113922;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119156;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126413	DRR126413	PRJDB6793	SAMD00113923	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113923;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119157;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_DRR126414	DRR126414	PRJDB6793	SAMD00113924	target	single_cell	Sample attributes: cell_line=CHO-K1; sample_type=single cell; individual cell_id and SMART-seq study design.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMD00113924;https://www.ebi.ac.uk/ena/browser/api/xml/DRX119158;https://www.ebi.ac.uk/ena/browser/api/xml/PRJDB6793	2026-09-14
REV2_ERR16729274	ERR16729274	PRJEB108721	SAMEA121759863	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D4	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759863;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120883;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729275	ERR16729275	PRJEB108721	SAMEA121759864	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D5	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759864;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120884;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729276	ERR16729276	PRJEB108721	SAMEA121759865	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D6	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759865;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120885;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729277	ERR16729277	PRJEB108721	SAMEA121759866	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D7	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759866;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120886;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729278	ERR16729278	PRJEB108721	SAMEA121759867	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D8	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759867;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120887;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729279	ERR16729279	PRJEB108721	SAMEA121759868	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D11	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759868;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120888;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729280	ERR16729280	PRJEB108721	SAMEA121759869	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D12	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759869;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120889;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729281	ERR16729281	PRJEB108721	SAMEA121759870	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B12_D14	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759870;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120890;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729282	ERR16729282	PRJEB108721	SAMEA121759871	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D4	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759871;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120891;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729283	ERR16729283	PRJEB108721	SAMEA121759872	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D5	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759872;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120892;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729284	ERR16729284	PRJEB108721	SAMEA121759873	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D6	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759873;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120893;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729285	ERR16729285	PRJEB108721	SAMEA121759874	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D7	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759874;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120894;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729286	ERR16729286	PRJEB108721	SAMEA121759875	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D8	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759875;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120895;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729287	ERR16729287	PRJEB108721	SAMEA121759876	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D11	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759876;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120896;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729288	ERR16729288	PRJEB108721	SAMEA121759877	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D12	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759877;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120897;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729289	ERR16729289	PRJEB108721	SAMEA121759878	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B13_D14	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759878;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120898;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729290	ERR16729290	PRJEB108721	SAMEA121759879	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D4	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759879;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120899;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729291	ERR16729291	PRJEB108721	SAMEA121759880	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D5	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759880;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120900;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729292	ERR16729292	PRJEB108721	SAMEA121759881	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D6	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759881;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120901;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729293	ERR16729293	PRJEB108721	SAMEA121759882	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D7	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759882;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120902;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729294	ERR16729294	PRJEB108721	SAMEA121759883	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D8	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759883;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120903;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729295	ERR16729295	PRJEB108721	SAMEA121759884	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D11	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759884;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120904;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729296	ERR16729296	PRJEB108721	SAMEA121759885	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D12	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759885;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120905;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR16729297	ERR16729297	PRJEB108721	SAMEA121759886	target	bulk_confirmed	Reviewed study design identifies CHO 221-107 cultured in 2 L bioreactors; sample batch/day attributes and RNA experiment match that sampling design: B14_D14	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA121759886;https://www.ebi.ac.uk/ena/browser/api/xml/ERX16120906;https://www.ebi.ac.uk/ena/browser/api/xml/PRJEB108721	2026-09-14
REV2_ERR3001877	ERR3001877	PRJEB30364	SAMEA5176886	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176886;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004241	2026-09-14
REV2_ERR3001878	ERR3001878	PRJEB30364	SAMEA5176887	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176887;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004242	2026-09-14
REV2_ERR3001879	ERR3001879	PRJEB30364	SAMEA5176888	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176888;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004243	2026-09-14
REV2_ERR3001880	ERR3001880	PRJEB30364	SAMEA5176889	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176889;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004244	2026-09-14
REV2_ERR3001881	ERR3001881	PRJEB30364	SAMEA5176890	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176890;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004245	2026-09-14
REV2_ERR3001882	ERR3001882	PRJEB30364	SAMEA5176891	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176891;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004246	2026-09-14
REV2_ERR3001883	ERR3001883	PRJEB30364	SAMEA5176892	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176892;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004247	2026-09-14
REV2_ERR3001884	ERR3001884	PRJEB30364	SAMEA5176893	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176893;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004248	2026-09-14
REV2_ERR3001885	ERR3001885	PRJEB30364	SAMEA5176894	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176894;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004249	2026-09-14
REV2_ERR3001886	ERR3001886	PRJEB30364	SAMEA5176895	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176895;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004250	2026-09-14
REV2_ERR3001887	ERR3001887	PRJEB30364	SAMEA5176896	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176896;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004251	2026-09-14
REV2_ERR3001888	ERR3001888	PRJEB30364	SAMEA5176897	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176897;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004252	2026-09-14
REV2_ERR3001889	ERR3001889	PRJEB30364	SAMEA5176898	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176898;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004253	2026-09-14
REV2_ERR3001890	ERR3001890	PRJEB30364	SAMEA5176899	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176899;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004254	2026-09-14
REV2_ERR3001891	ERR3001891	PRJEB30364	SAMEA5176900	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176900;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004255	2026-09-14
REV2_ERR3001892	ERR3001892	PRJEB30364	SAMEA5176901	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176901;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004256	2026-09-14
REV2_ERR3001893	ERR3001893	PRJEB30364	SAMEA5176902	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176902;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004257	2026-09-14
REV2_ERR3001894	ERR3001894	PRJEB30364	SAMEA5176903	target		Sample attributes: isolation_source=CHO cell line	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA5176903;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3004258	2026-09-14
REV2_ERR3972086	ERR3972086	PRJEB37009	SAMEA6602844	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 8mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602844;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975423;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972087	ERR3972087	PRJEB37009	SAMEA6602845	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 8mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602845;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975424;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972088	ERR3972088	PRJEB37009	SAMEA6602846	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 8mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602846;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975425;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972089	ERR3972089	PRJEB37009	SAMEA6602847	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 8mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602847;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975426;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972090	ERR3972090	PRJEB37009	SAMEA6602848	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 0mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602848;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975427;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972091	ERR3972091	PRJEB37009	SAMEA6602849	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 0mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602849;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975428;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972092	ERR3972092	PRJEB37009	SAMEA6602850	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 0mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602850;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975429;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972093	ERR3972093	PRJEB37009	SAMEA6602851	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 0mM; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602851;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975430;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972094	ERR3972094	PRJEB37009	SAMEA6602852	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 Hy; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602852;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975431;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972095	ERR3972095	PRJEB37009	SAMEA6602853	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 Hy; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602853;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975432;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972096	ERR3972096	PRJEB37009	SAMEA6602854	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 Hy; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602854;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975433;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR3972097	ERR3972097	PRJEB37009	SAMEA6602855	target	bulk_confirmed	Sample attributes: cell_type=CHO-K1 Hy; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6602855;https://www.ebi.ac.uk/ena/browser/api/xml/ERX3975434;https://pmc.ncbi.nlm.nih.gov/articles/PMC7306589/	2026-09-14
REV2_ERR4184070	ERR4184070	PRJEB38542	SAMEA6870271	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870271;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147361;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184071	ERR4184071	PRJEB38542	SAMEA6870272	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870272;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147362;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184072	ERR4184072	PRJEB38542	SAMEA6870273	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870273;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147363;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184073	ERR4184073	PRJEB38542	SAMEA6870274	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870274;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147364;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184074	ERR4184074	PRJEB38542	SAMEA6870275	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870275;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147365;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184075	ERR4184075	PRJEB38542	SAMEA6870276	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870276;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147366;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184076	ERR4184076	PRJEB38542	SAMEA6870277	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870277;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147367;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184077	ERR4184077	PRJEB38542	SAMEA6870278	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870278;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147368;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184078	ERR4184078	PRJEB38542	SAMEA6870279	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870279;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147369;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184079	ERR4184079	PRJEB38542	SAMEA6870280	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870280;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147370;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184080	ERR4184080	PRJEB38542	SAMEA6870281	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870281;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147371;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
REV2_ERR4184081	ERR4184081	PRJEB38542	SAMEA6870282	target	bulk_confirmed	Sample attributes: cell_type=CHO DUKX B11; Bulk sampling: see paper_methods_notes.json.	https://www.ebi.ac.uk/ena/browser/api/xml/SAMEA6870282;https://www.ebi.ac.uk/ena/browser/api/xml/ERX4147372;https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/biot.202000350	2026-09-14
